Starting global run 1 using dataset data/30mio.csv
initializing connection...
importing data...
200000;7817
400000;15349
600000;23702
800000;31647
1000000;39152
1200000;46843
1400000;52203
1600000;58243
1800000;64082
2000000;72209
2200000;80201
2400000;88390
2600000;108456
2800000;122436
3000000;132474
3200000;139496
3400000;145727
3600000;157860
3800000;188763
4000000;194761
4200000;201018
4400000;235661
4600000;263525
4800000;278515
5000000;300476
5200000;306801
5400000;315003
5600000;340031
5800000;359866
6000000;374798
6200000;380228
6400000;384358
6600000;394355
6800000;399932
7000000;406094
7200000;410432
7400000;415122
7600000;421635
7800000;426996
8000000;433136
8200000;437282
8400000;473658
8600000;485117
8800000;489644
9000000;498602
9200000;502346
9400000;522572
9600000;541067
9800000;554066
10000000;558382
10200000;561796
10400000;567541
10600000;573587
10800000;578414
11000000;582862
11200000;587070
11400000;594962
11600000;599921
11800000;604865
12000000;608409
12200000;612425
12400000;618494
12600000;625208
12800000;653619
13000000;671479
13200000;675009
13400000;681048
13600000;690480
13800000;714398
14000000;738205
14200000;756285
14400000;770271
14600000;787051
14800000;816766
15000000;838482
15200000;867855
15400000;881664
15600000;908542
15800000;938684
16000000;957145
16200000;976391
16400000;1006624
16600000;1017087
16800000;1030868
17000000;1062258
17200000;1069227
17400000;1088889
17600000;1094268
17800000;1118609
18000000;1137428
18200000;1177277
18400000;1227201
18600000;1233396
18800000;1263499
19000000;1287224
19200000;1299537
19400000;1329452
19600000;1339601
19800000;1348436
20000000;1360062
20200000;1381980
20400000;1408480
20600000;1429613
20800000;1445903
21000000;1458196
21200000;1515623
21400000;1548369
21600000;1581795
21800000;1622718
22000000;1645622
22200000;1678372
22400000;1714740
22600000;1725877
22800000;1764177
23000000;1806210
23200000;1832488
23400000;1859817
23600000;1866800
23800000;1890572
24000000;1927298
24200000;1949451
24400000;1972382
24600000;1990190
24800000;2021895
25000000;2056223
25200000;2073403
25400000;2100409
25600000;2117368
25800000;2141857
26000000;2158642
26200000;2183776
26400000;2203201
26600000;2222743
26800000;2249924
27000000;2261511
27200000;2271671
27400000;2289094
27600000;2302944
27800000;2329721
28000000;2347869
28200000;2375021
28400000;2387041
28600000;2408711
28800000;2432559
29000000;2455766
29200000;2475599
29400000;2508227
29600000;2521503
29800000;2542865
took 2556 seconds for 29926800 documents (11708 documents / s)
creating indexes...
a;3610
f;132144
b;125666
initializing available stations...
initializing time range...
initializing available datatypes...
processing the benchmark...
query 1
singwitz;4;1278824311148;1278997111148;12323
singwitz;9;1278182292490;1278355092490;8524
singwitz;22;1278424042988;1278596842988;2745
singwitz;19;1297382945564;1297555745564;6869
singwitz;34;1309828778768;1310001578768;7249
singwitz;51;1293238278476;1293411078476;4310
singwitz;36;1298321514339;1298494314339;3664
singwitz;36;1307357645208;1307530445208;6010
singwitz;18;1271692153301;1271864953301;584
singwitz;38;1262431492119;1262604292119;6669
query 2
singwitz;43;1233069152624;2
singwitz;22;1269719051179;1
singwitz;27;1273455361006;10
singwitz;27;1288120248622;6
singwitz;31;1285161061136;1
singwitz;58;1274371693785;7
singwitz;39;1257165030042;2
singwitz;51;1310142755254;1
singwitz;7;1272530763106;5
singwitz;17;1268596752980;6
query 3
singwitz;59;1280862258138;1281035058138;5152
singwitz;57;1252704763679;1252877563679;5596
singwitz;27;1256596934904;1256769734904;5810
singwitz;32;1295022489090;1295195289090;2373
singwitz;3;1294280596072;1294453396072;1202
singwitz;23;1252428129349;1252600929349;2149
singwitz;58;1222552954733;1222725754733;4553
singwitz;24;1274049297600;1274222097600;675
singwitz;52;1241268891620;1241441691620;4735
singwitz;7;1256812935639;1256985735639;2305
query 4
singwitz;37;1220372880000;457
singwitz;0;1220372880000;3
singwitz;56;1220372880000;5
singwitz;18;1220372880000;3
singwitz;44;1220372880000;5
singwitz;35;1220372880000;3
singwitz;46;1220372880000;6
singwitz;55;1220372880000;4
singwitz;19;1220372880000;3
singwitz;17;1220372880000;5
query 5
singwitz;33;1227847955903;1228020755903;3834
singwitz;34;1262453042980;1262625842980;634
singwitz;41;1248127438257;1248300238257;12
singwitz;47;1259330315017;1259503115017;5072
singwitz;10;1258264254793;1258437054793;3160
singwitz;21;1311777841750;1311950641750;4551
singwitz;35;1307373761934;1307546561934;752
singwitz;44;1249223668035;1249396468035;4136
singwitz;27;1284990322755;1285163122755;6274
singwitz;34;1229779940456;1229952740456;2737
query 6
singwitz;47;1229318447837;1229491247837;1206
singwitz;43;1308867464543;1309040264543;2992
singwitz;43;1312028680886;1312201480886;1510
singwitz;43;1233567414322;1233740214322;3592
singwitz;36;1221955813050;1222128613050;1757
singwitz;11;1299667811108;1299840611108;3049
singwitz;32;1245460560838;1245633360838;3984
singwitz;0;1287230368076;1287403168076;4969
singwitz;43;1298715260619;1298888060619;1243
singwitz;49;1285090789142;1285263589142;1497
query 7
singwitz;52;29125
singwitz;36;15939
singwitz;27;15326
singwitz;13;15329
singwitz;26;14889
singwitz;15;14852
singwitz;3;14695
singwitz;38;15367
singwitz;21;15374
singwitz;37;15941
query 8
singwitz;0;61913
singwitz;53;34706
singwitz;49;35840
singwitz;48;34625
singwitz;11;37186
singwitz;52;37879
singwitz;55;36808
singwitz;53;36000
singwitz;16;37081
singwitz;0;35340
