Starting global run 1 using dataset data/30mio.csv
initializing connection...
importing data...
200000;9265
400000;18041
600000;26852
800000;35599
1000000;44384
1200000;52046
1400000;58993
1600000;68938
1800000;76246
2000000;96050
2200000;111912
2400000;126626
2600000;135583
2800000;148842
3000000;164495
3200000;173243
3400000;182320
3600000;196267
3800000;203158
4000000;210037
4200000;215654
4400000;221573
4600000;227502
4800000;239014
5000000;244409
5200000;250213
5400000;257732
5600000;262641
5800000;267186
6000000;273022
6200000;280804
6400000;289726
6600000;296182
6800000;301981
7000000;307655
7200000;314364
7400000;323043
7600000;329253
7800000;337139
8000000;344321
8200000;349917
8400000;357165
8600000;364334
8800000;373665
9000000;382380
9200000;404502
9400000;412051
9600000;420152
9800000;427833
10000000;437659
10200000;445015
10400000;452974
10600000;464637
10800000;476113
11000000;485045
11200000;492365
11400000;500937
11600000;510938
11800000;520352
12000000;530434
12200000;540109
12400000;552929
12600000;563534
12800000;570626
13000000;579869
13200000;590567
13400000;602234
13600000;610027
13800000;619198
14000000;634392
14200000;641515
14400000;652691
14600000;666651
14800000;675747
15000000;688969
15200000;693484
15400000;698321
15600000;703981
15800000;709685
16000000;716039
16200000;721149
16400000;726639
16600000;734462
16800000;743664
17000000;750413
17200000;757626
17400000;765043
17600000;772005
17800000;778361
18000000;785848
18200000;792228
18400000;801447
18600000;807127
18800000;814682
19000000;821601
19200000;827619
19400000;835141
19600000;843585
19800000;856375
20000000;865350
20200000;871385
20400000;882067
20600000;890047
20800000;894868
21000000;902290
21200000;914499
21400000;922984
21600000;928702
21800000;934401
22000000;942683
22200000;948497
22400000;954615
22600000;970663
22800000;977001
23000000;983944
23200000;989490
23400000;994719
23600000;1000070
23800000;1006563
24000000;1013688
24200000;1018574
24400000;1030599
24600000;1037356
24800000;1043929
25000000;1052520
25200000;1060594
25400000;1067079
25600000;1074052
25800000;1079369
26000000;1085147
26200000;1092610
26400000;1109282
26600000;1117819
26800000;1124441
27000000;1130588
27200000;1136168
27400000;1154422
27600000;1162879
27800000;1167897
28000000;1179178
28200000;1205827
28400000;1213803
28600000;1221309
28800000;1229774
29000000;1240559
29200000;1253606
29400000;1263631
29600000;1272916
29800000;1279658
took 1287 seconds for 29926800 documents (23253 documents / s)
creating indexes...
a;89455
f;142553
b;141674
initializing available stations...
initializing time range...
initializing available datatypes...
processing the benchmark...
query 1
singwitz;4;1278824311148;1278997111148;1815
singwitz;9;1278182292490;1278355092490;29
singwitz;22;1278424042988;1278596842988;935
singwitz;19;1297382945564;1297555745564;31
singwitz;34;1309828778768;1310001578768;29
singwitz;51;1293238278476;1293411078476;32
singwitz;36;1298321514339;1298494314339;37
singwitz;36;1307357645208;1307530445208;38
singwitz;18;1271692153301;1271864953301;65
singwitz;38;1262431492119;1262604292119;37
query 2
singwitz;43;1233069152624;11
singwitz;22;1269719051179;1
singwitz;27;1273455361006;14
singwitz;27;1288120248622;2
singwitz;31;1285161061136;2
singwitz;58;1274371693785;2
singwitz;39;1257165030042;1
singwitz;51;1310142755254;1
singwitz;7;1272530763106;1
singwitz;17;1268596752980;16
query 3
singwitz;59;1280862258138;1281035058138;59
singwitz;57;1252704763679;1252877563679;50
singwitz;27;1256596934904;1256769734904;16
singwitz;32;1295022489090;1295195289090;25
singwitz;3;1294280596072;1294453396072;27
singwitz;23;1252428129349;1252600929349;32
singwitz;58;1222552954733;1222725754733;58
singwitz;24;1274049297600;1274222097600;30
singwitz;52;1241268891620;1241441691620;29
singwitz;7;1256812935639;1256985735639;29
query 4
singwitz;37;1220372880000;14
singwitz;0;1220372880000;21
singwitz;56;1220372880000;12
singwitz;18;1220372880000;41
singwitz;44;1220372880000;9
singwitz;35;1220372880000;24
singwitz;46;1220372880000;15
singwitz;55;1220372880000;9
singwitz;19;1220372880000;35
singwitz;17;1220372880000;31
query 5
singwitz;33;1227847955903;1228020755903;187
singwitz;34;1262453042980;1262625842980;65
singwitz;41;1248127438257;1248300238257;41
singwitz;47;1259330315017;1259503115017;67
singwitz;10;1258264254793;1258437054793;86
singwitz;21;1311777841750;1311950641750;68
singwitz;35;1307373761934;1307546561934;62
singwitz;44;1249223668035;1249396468035;104
singwitz;27;1284990322755;1285163122755;44
singwitz;34;1229779940456;1229952740456;37
query 6
singwitz;47;1229318447837;1229491247837;979
singwitz;43;1308867464543;1309040264543;97
singwitz;43;1312028680886;1312201480886;69
singwitz;43;1233567414322;1233740214322;73
singwitz;36;1221955813050;1222128613050;75
singwitz;11;1299667811108;1299840611108;690
singwitz;32;1245460560838;1245633360838;109
singwitz;0;1287230368076;1287403168076;110
singwitz;43;1298715260619;1298888060619;76
singwitz;49;1285090789142;1285263589142;85
query 7
singwitz;52;9379
singwitz;36;6214
singwitz;27;12047
singwitz;13;9937
singwitz;26;9278
singwitz;15;10204
singwitz;3;9121
singwitz;38;6362
singwitz;21;10667
singwitz;37;8836
query 8
singwitz;0;15358
singwitz;53;14072
singwitz;49;15496
singwitz;48;15662
singwitz;11;22374
singwitz;52;12256
singwitz;55;14803
singwitz;53;12422
singwitz;16;22220
singwitz;0;12679
